model,n,event_rate,roc_auc,average_precision,brier,log_loss
history_plus_level_plus_skew,337,0.07418397626112759,0.6451282051282051,0.17980773956500076,0.0679302299201019,0.2578810766832615
history_plus_option_level,337,0.07418397626112759,0.6443589743589744,0.1603609291441328,0.06793329542857184,0.2576429181310511
history_only,337,0.07418397626112759,0.627948717948718,0.11209529426247247,0.0690116263881634,0.2619656093360579
